Country,Datetime,Tweet Id,Text,Username,Tweets_clean,VADER_class,VADER_score
Argentina,2022-12-17 23:55:02+00:00,1604263934730854406,"Ex-Manchester United captain predicts the winner of FIFA World Cup 2022 final between Argentina and France
https://t.co/UjcKSO4JZH",sportnewsblogd1,united captain the winner of world cup 2022 final between and,Positive,0.765
Argentina,2022-12-17 23:48:26+00:00,1604262273543176192,@FIFAWorldCup This it's gonna be tight game and Argentina will be winners 🏆🇦🇷💙,im_abhay4u,this its be tight game and will 🏆🇦🇷💙,Positive,0.6369
Argentina,2022-12-17 23:48:06+00:00,1604262191812722688,"@FIFAWorldCup While everyone is waiting for the World Cup final between Argentina and France
 There is another final that has already been launched, titled
 Who would say he beat a world champion? https://t.co/B1WGcAJyl8",i8u9i,while everyone is waiting for the world cup final between and there another that already been titled who would say he beat a champion,Positive,0.5994
Argentina,2022-12-17 23:46:08+00:00,1604261695597207557,"@FIFAWorldCup Don't mess it up with your unfair referee rules in favor of Argentina !! We all saw what happened in ARG-NED ! We want equality, Messi and Mbappé deserve to be treated with the same respect ! #WorldCup2022 #FRAARG",Bal_Aissata,dont mess it up with your unfair referee in favor of we all saw what want equality and deserve to be the same respect worldcup2022,Positive,0.6261
Argentina,2022-12-17 23:46:06+00:00,1604261686399176704,"Mbappe please humble Argentina and messi! Save humanity from an upcoming catastrophe 🇫🇷🇫🇷 

#FIFAWorldCup #Francia #France #avengeronaldo https://t.co/DETnGBskNy",md7y_,please humble and save humanity from an upcoming catastrophe 🇫🇷🇫🇷,Neutral,0.0258
Argentina,2022-12-17 23:42:41+00:00,1604260827992887296,"#FIFAWorldCup Final Eve🥰

⏰3pm
🇦🇷Argentina V France🇫🇷

So excited for this, a game that comes once every 4 years … who’s lifting the 🏆?

Good Luck to both teams involved and may the best team on the day be victorious! 💙❤️
#ARG #FRA https://t.co/Du640KIsNS",AntonioMango4,final eve 🥰 ⏰ 3pm 🇦🇷 v 🇫🇷 so excited for this a game that comes once every 4 … who ’ s lifting the 🏆 good luck to both involved and may best team on day be victorious 💙❤️ fra,Positive,0.973
Argentina,2022-12-17 23:38:30+00:00,1604259775075737602,"@football_ll55 Allah knows this.  Today, football will be on its way.  FIFA and Qatar are commendable.  Each team should get two reviews in future.  Sports is for everyone.  The world should separate sports from politics..
@FIFAWorldCup @fifamedia @QatarFoot_fr @Argentina @equipedefrance",SulemanKhan1976,footballll55 this today football will be on its way and are commendable each team should get two in future sports is for everyone the world separate from politics,Neutral,0.0
Argentina,2022-12-17 23:38:26+00:00,1604259759242170368,"@BirbDefi Argentina🇦🇷 1 - 1 France🇨🇵.. in 90 minutes of normal time, but the game will continue with extra time and will be won by Argentina🇦🇷

@daniell_crypto 
@sasukeizi @btcethsoll 

#FIFAWorldCup #FIFAWorldCupQatar2022",RizaladiiP,🇦🇷 1 🇨🇵 in 90 of normal time but the game will continue with extra and be won by fifaworldcupqatar2022,Positive,0.7227
Argentina,2022-12-17 23:35:41+00:00,1604259063679930368,"#FIFAWorldCup can't wait for the exciting match between Argentina and France😍 
and also can't believe that tomorrow is the final day of world cup 2022🥹 it'll be missed",vvenusxblue,cant wait for the exciting match between and 😍 also believe that tomorrow is final day of world cup 2022 🥹 be,Positive,0.7351
Argentina,2022-12-17 23:34:27+00:00,1604258756677738498,Argentina winning the @FIFAWorldCup tomorrow will put to rest forever the rivalry between Messi and Ronaldo. #FIFAWorldCup #ArgentinaVsFrance #Messi𓃵 #Ronaldo𓃵 #PeterObiForPresident2023 #ObiDients,Sulefield1,winning the tomorrow will put to rest forever rivalry between and peterobiforpresident2023,Positive,0.5267
Argentina,2022-12-17 23:33:00+00:00,1604258389017624578,"⚡️𝐌𝐀𝐓𝐂𝐇𝐃𝐀𝐘⚡️ 

⚽ France vs Argentina 
⏰ 14:00 CET
🏟️ Lusail Stadium
🏆 #FIFAWorldCup 

Kylian Mbappè vs Leo Messi, both on a mission to create history today and both nations with a chance to be crowned a World Champion for the third time. 🏆🐐⚡️

#Qatar2022 #ARG #FRA https://t.co/c0w0t6R72x",PSG_Report,⚡️ ⚽ ⏰ 1400 🏟️ stadium 🏆 both on a mission to create history today and with chance be crowned world champion for the third time 🏆🐐⚡️ qatar2022 fra,Positive,0.6808
Argentina,2022-12-17 23:32:12+00:00,1604258188882239488,"@FIFAWorldCup You dont have to play the finale, just give the trophy to Argentina and Messi. Corrupt @FIFAWorldCup @FIFAcom, what a shame to destroy a beautiful world championship football. 2x a corrupt referee in a match with Morocco #corruptfifa https://t.co/VaBMosSC3A",khalidh1986,you dont have to play the finale just give trophy and corrupt what a shame destroy beautiful world championship football 2x referee in match with morocco,Neutral,-0.211
Argentina,2022-12-17 23:31:09+00:00,1604257922955022338,"#Argentina 🇦🇷 and #France 🇫🇷 will clash in the @FIFAWorldCup Final, leaving time to catch up on all the #MyNewFavoriteFutbolista stories. ⚽🏆
Check out all the episodes now: https://t.co/ZLfTLTu5k0 https://t.co/61sCq6Klb3",NBCDFWSports,🇦🇷 and 🇫🇷 will clash in the final leaving time to catch up on all ⚽🏆 check out now,Neutral,0.0
Argentina,2022-12-17 23:30:45+00:00,1604257821788364800,"#Argentina 🇦🇷 and #France 🇫🇷 will clash in the @FIFAWorldCup Final, leaving time to catch up on all the #MyNewFavoriteFutbolista stories. ⚽🏆
Check out all the episodes now: https://t.co/jxeG5CRFr8 https://t.co/jB4AwC5TH4",NBCDFW,🇦🇷 and 🇫🇷 will clash in the final leaving time to catch up on all ⚽🏆 check out now,Neutral,0.0
Argentina,2022-12-17 23:30:08+00:00,1604257668549451777,"@Saudi_Gazette Argentina 2
 and  France 1 . Argentina will win the fifa World Cup",muhadmkp,2 and 1 will win the world cup,Positive,0.5859
Argentina,2022-12-17 23:28:29+00:00,1604257254554963974,Me and her are all for Messi and Argentina 🇦🇷 tomorrow #FIFAWorldCup,Engr_Bilyasfn,me and her are all for 🇦🇷 tomorrow,Neutral,0.0
Argentina,2022-12-17 23:26:45+00:00,1604256818720800768,"Every Messi and Argentina fan has PTSD about Mbappé from 4 years ago.

 #FIFAWorldCup https://t.co/7VJiNSE3II",ipaso_,every and fan about from 4 ago,Neutral,0.3182
Argentina,2022-12-17 23:25:49+00:00,1604256581260124160,"The worst thing about Argentina winning tomorrow is Ronaldo's name will be trending and his whole hard working career would be put down in ashes over one tournament, and genuinely I’m not ready for that disrespect. 

Otherwise I couldn’t careless if Argentina win it
#fifaworldcup",Ihteshamalisha2,the worst thing about winning tomorrow is name will be and his whole hard working career would put down in ashes over one tournament genuinely i ’ m not ready for that disrespect otherwise t careless if win it,Negative,-0.5733
Argentina,2022-12-17 23:25:28+00:00,1604256493527711744,Argentina and France might be playing in the final but Qatar is the real winner of the FIFA World Cup https://t.co/AQJz7ldV1l,abcsport,and might be in the final but is real winner of world cup,Positive,0.7351
Argentina,2022-12-17 23:21:35+00:00,1604255518033252352,#ANALYSIS: Argentina and France might be playing in the final but Qatar is the real winner of the FIFA World Cup https://t.co/QavqWzgcO4,abcnews,analysis and might be in the final but is real winner of world cup,Positive,0.7351
Argentina,2022-12-17 23:19:17+00:00,1604254937004867589,Argentina and France will battle it out for the 2022 FIFA World Cup early tomorrow morning. Here's how you can watch the final. https://t.co/3OBUxdlHAk,SBSNews,and will battle it out for the 2022 world cup early tomorrow morning how you can watch final,Neutral,-0.3818
Argentina,2022-12-17 23:17:47+00:00,1604254561316790274,"It's down to just two and on Sunday France will look to join an elite group of teams to repeat as World Cup champions as they attempt to spoil the dream of Argentina's Lionel Messi to finally secure the one trophy to elude his grasp.

@FIFAWorldCup 

#OTWorldCupQatar https://t.co/g5v35RBsr7",Our_Today_News,its down to just two and on will look join an elite group of repeat as world cup they attempt spoil the dream lionel finally secure one trophy elude his grasp,Positive,0.6808
Argentina,2022-12-17 23:13:57+00:00,1604253594957795328,"• Argentina played with the HOME jersey in the 1978 final &amp; 1986 final and won both matches. ✅

• They played with SECOND jersey in the 1990 final &amp; 2014 final and lost both of them. ❌

Argentina are wearing the HOME jersey for the Final on Sunday 👀👀

#FIFAWorldCup #FIFA",mralone86,• with the home jersey in 1978 final 1986 and won both ✅ they second 1990 2014 lost of them ❌ are wearing for on 👀👀,Neutral,0.34
Argentina,2022-12-17 23:11:33+00:00,1604252991673901056,Ready for my Birthday and World Cup Final 🇦🇷🎂🥳 VAMOS ARGENTINA!!! #FIFAWorldCup #ARG https://t.co/CjLZVBQeqy,Kevin_Colman10,ready for my birthday and world cup final 🇦🇷🎂🥳,Positive,0.6249
Argentina,2022-12-17 23:11:25+00:00,1604252957633302529,@AnonAugustusz @diiphillipo @BubbleLFC @PremLeaguePanel @FIFAWorldCup wtf his weakness is that he has zero ball playing ability. Alvarez and the rest will press argentina to death score a goal and than sit back and france will suffer because they lack the creativity of upa.  He should actually start both but he will stick with varane sadly.,JuanDeag182,his weakness is that he zero ball ability and the rest will press to death score a goal than sit back suffer because they lack creativity of should actually start both but stick with sadly,Negative,-0.8176
Argentina,2022-12-17 23:09:08+00:00,1604252381931356160,"#Argentina will have a big problem against #France and it’s called Mbappe. Stop him, Win the trophy. #FIFAWorldCup",KenUttih,will have a big problem against and it ’ s stop him win the trophy,Neutral,-0.0258
Argentina,2022-12-17 23:07:51+00:00,1604252062434603013,"Lionel Messi and Argentina wins the world cup today. Tell it in Gath, proclaim it in Ashkelon that Lionel Messi will score!!! The greatest of all times becomes immortal. #FIFAWorldCup",kennychrizz,lionel and the world cup today tell it in proclaim that will score of all times becomes immortal,Neutral,0.25
Argentina,2022-12-17 23:05:27+00:00,1604251458362552320,"@e_Cordova_ @AliHsnR @LeoACKERMANN3 @Dipanka70183273 @FIFAWorldCup 2018 argentina was shot and this france squad is so much worse dint have pogba or kante and most of the better players are out of their prime, idc whos better on paper whoever wins wins simple as that",Richard8842q,leoackermann3 dipanka70183273 2018 was shot and this squad is so much worse dint have or most of the better are out their prime on paper whoever simple as that,Neutral,-0.0553
Argentina,2022-12-17 23:01:43+00:00,1604250515403055104,@amitttrmfc what’s your say on Argentina and France tomorrow. Who wins the #FIFAWorldCup https://t.co/rFTWobBQno,leojnine,what ’ s your say on and tomorrow who the,Neutral,0.0
Argentina,2022-12-17 23:01:00+00:00,1604250336012767233,"A tournament full of upsets will conclude with Lionel Messi and Argentina vs. Kylian Mbappe and France in the 2022 FIFA World Cup Final on Sunday.

@Tyler_Everett1 has the odds for the World Cup Final ⬇️

#SportsGambling #FIFAWorldCup #ArgentinaVsFrance 
https://t.co/CrPYJzA7mU",GamingTodayNews,a tournament full of will conclude with lionel and in the 2022 world cup final on tylereverett1 odds for ⬇️,Neutral,0.0
Argentina,2022-12-17 23:00:01+00:00,1604250089039564804,"🇦🇷 Argentina - France 🇫🇷 

Our model's predictions and tips for the #FIFAWorldCup final are in, with a suggested bet on the Match Odds market with @Betfair_Aus.

Find your edge » https://t.co/WIpkoyJkND https://t.co/ALbjgBGuzj",StatsInsider,🇦🇷 🇫🇷 our and for the final are in with a bet on match odds market find your edge »,Neutral,0.0
Argentina,2022-12-17 23:00:00+00:00,1604250086216765440,@FIFAWorldCup As if it wasn't obvious enough that FIFA want Messi to put hands on the cup. The amount of false decisions in favour of Argentina is unique and normally inexplicable in the VAR era. There was a clear trend all through the tournament and it became most appalling in the ...,741tomtom,as if it wasnt obvious enough that want to put on the cup amount of false in is unique and normally inexplicable era there was a clear trend all through tournament most appalling,Neutral,0.0276
Argentina,2022-12-17 22:53:50+00:00,1604248534731063296,Looking forward to a great final! Argentina vs France / Messi vs MBappe. The king and the protege. It will be def A Night to Remember. #FIFAWorldCup #Qatar2022 🇦🇷🇫🇷🍿,Parmysaini07,looking forward to a great final the king and protege it will be night remember qatar2022 🇦🇷🇫🇷🍿,Positive,0.6249
Argentina,2022-12-17 22:53:34+00:00,1604248465277698052,"If Argentina were to score two goals tomorrow and Messi is directly involved in both of them, he will have the highest direct goals contribution in world cup history.  
#FIFAWorldCup",Burair_Zaidi10,if were to score two tomorrow and is directly involved in both of them he will have the highest direct contribution world cup history,Neutral,0.0
Argentina,2022-12-17 22:52:17+00:00,1604248145352953856,@FIFAWorldCup that was a better France team and a worse Argentina team,BotmanSZN,that was a better team and worse,Neutral,-0.0516
Argentina,2022-12-17 22:50:13+00:00,1604247623522713601,"@RaysKingswood24 @England @FIFAWorldCup France were a part of the ""one love"" movement and Argentina have both displayed and sung songs about the Falklands yet they are in the final. Maybe don't cry when someone speaks out for a marginalised group?",samtorr1,rayskingswood24 were a part of the one love movement and have both displayed sung about yet they are in final maybe dont cry when someone out for group,Positive,0.7753
Argentina,2022-12-17 22:47:34+00:00,1604246954850099200,"As drake don bet on Argentina make Buhari too wish France good luck and let see which is more powerful 😂😂😂
#FIFAWorldCup",Josiahthe_king,as drake don bet on make too wish good luck and let see which is more powerful 😂😂😂,Positive,0.9606
Argentina,2022-12-17 22:41:15+00:00,1604245364759896064,@FIFAWorldCup As if it wasn't obvious enough that FIFA want Messi to put hands on the cup. The amount of false decisions in favour of Argentina is unique and normally inexplicable in the VAR era. There was a clear trend all through the tournament and it became most appalling in the ...,741tomtom,as if it wasnt obvious enough that want to put on the cup amount of false in is unique and normally inexplicable era there was a clear trend all through tournament most appalling,Neutral,0.0276
Argentina,2022-12-17 22:40:57+00:00,1604245289283776514,Star striker @KMbappe and title-holders #France will face off against an #Argentina led by #LionelMessi for the #WorldCup championship on Sunday in a final that many were hoping for. https://t.co/LKjJPhKhc8 via @FRANCE24 #FIFAWorldCup #Football #sports #TheBeautifulGame,CMichelW,star striker and will face off against an led by for the championship on in a final that many were via france24 football sports,Neutral,0.4404
Argentina,2022-12-17 22:40:23+00:00,1604245149839945728,Argentina had just finished their last training for the final of FIFA World Cup Qatar 2022. Good luck to both Argentina and France. https://t.co/GSOvNio2Vf,ThomasL18800947,had just finished their last training for the final of world cup 2022 good luck to both and,Positive,0.7096
Argentina,2022-12-17 22:37:36+00:00,1604244449177079810,Correct score for tomorrow Game is 2-1 in favor of Argentina 🇦🇷Messi and Acuna to score #FIFAWorldCup #StrictlyFinal,Obidiba8,correct score for tomorrow game is 21 in favor of 🇦🇷 and to,Neutral,0.4019
Argentina,2022-12-17 22:34:16+00:00,1604243608009428992,"Argentina Vs France | Argentina face France in the FIFA World Cup final today, Messi and Mbappe eyeing the trophy. Navabharat (New India) https://t.co/6uqz4Rcusn",NishaRa41107979,face in the world cup final today and trophy new,Neutral,0.0
Argentina,2022-12-17 22:32:15+00:00,1604243102503272448,Just for sentimental reasons I woukd like to see ARGENTINA triumph over FRANCE so that 35yo Lionel Messi can have it all! (Or will 23yo Kylian Mbappe spoil the party and win his 2nd WORLD CUP Medal?) #WorldCup2022 #QatarWorldCup #FIFAWorldCup #LionelMessi𓃵 #KylianMbappe https://t.co/9Hw3WR8QUw,annaandy40,just for sentimental i like to see triumph over so that 35yo lionel can have it all or will 23yo spoil the party and win his 2nd world cup medal worldcup2022,Positive,0.9477
Argentina,2022-12-17 22:31:54+00:00,1604243011965259779,"My heart would truly ache if Argentina won the World Cup tomorrow, but they have worked incredibly hard and are capable of doing so.
#ArgentinaVsFrance #ARGFRA #FIFAWorldCup #LM10 #Mbappe",rhidtech,my heart would truly ache if won the world cup tomorrow but they have worked incredibly hard and are capable of doing so lm10,Positive,0.5941
Argentina,2022-12-17 22:30:00+00:00,1604242534166847490,"🚨 NEW VIDEO! 🚨

Lionel Scaloni: His Argentina Philosophy and Tactics Explained | World Cup 2022 🇦🇷

Ahead of tomorrow's #FIFAWorldCup final, watch our latest video looking at how Lionel Scaloni has brought #Argentina to the brink of glory 🏆

⬇️⬇️⬇️
https://t.co/qXaTxuOMvE https://t.co/8nbd5EkUms",TotalAnalysis,🚨 new video lionel scaloni his philosophy and tactics world cup 2022 🇦🇷 ahead of final watch our latest looking at how brought to the brink glory 🏆 ⬇️⬇️⬇️,Positive,0.5423
Argentina,2022-12-17 22:26:53+00:00,1604241752143036417,"One more game for Argentina, and one more opportunity for Messi to win the World Cup. Praying tonight it comes to pass and that we all can jubilantly celebrate tomorrow. Let’s do this @Argentina ! 🇦🇷 

#Argentina #FIFAWorldCup",DonJerisco,one more game for and opportunity to win the world cup praying tonight it comes pass that we all can jubilantly celebrate tomorrow let ’ s do this 🇦🇷,Positive,0.9153
Argentina,2022-12-17 22:25:45+00:00,1604241466834186241,@Saudi_Gazette France 2 and Argentina 1 .France will win the fifa world cup,FaisalR04814351,2 and 1 will win the world cup,Positive,0.5859
Argentina,2022-12-17 22:25:01+00:00,1604241281856815110,"Argentina want it,, need it Fifa world cup 2022.But France gat the confidence with them and are able to engalf Argentinas players including Lionel Messi the GOAT 🐐
#owensonga sports https://t.co/6PMRs3jaoR",TamaleMartin10,want it need world cup 2022but gat the confidence with them and are able to lionel goat 🐐 sports,Positive,0.5574
Argentina,2022-12-17 22:23:11+00:00,1604240818750922752,Happy Saturday! We’re be open at 5 am tomorrow for the @FIFAWorldCup. Argentina 🇦🇷 vs France 🇫🇷. Only fountain drinks and water will be available for the first hour. The food and full drink menus will be available at 6 am on. See you soon! #Aloha ⚽️ 🏈 🌴https://t.co/gz8QndSZog https://t.co/3EypCEa8yP,Lulus_Waikiki,happy we ’ re be open at 5 am tomorrow for the 🇦🇷 🇫🇷 only fountain and water will available first hour food full drink 6 on see you soon ⚽️ 🏈 🌴,Positive,0.5719
Argentina,2022-12-17 22:20:20+00:00,1604240104477933568,"French President arrived in #Doha to attend the final match of the FIFA World Cup Qatar 2022, between #France and #Argentina. #QNA
#Argentina_France
#WorldCupQatar2022
#QATAR2022 #FIFAWorldCup
https://t.co/RaJFznqHXG https://t.co/s3XgyR74h9",QNAEnglish,president in to attend the final match of world cup 2022 between and worldcupqatar2022 qatar2022,Neutral,0.0
Argentina,2022-12-17 22:19:21+00:00,1604239853935382529,Argentina must be unpredictable... Focus on utilizing the space behind Mbappe and double up on Theo yet still be ruthlessly direct when they switch their attack on the left ... How klopp has outclassed Pep quite often #FIFAWorldCup #ARG #ARGFRA,LiverpoolFCKen2,must be unpredictable focus on the space behind and double up yet still ruthlessly direct when they switch their attack left how pep quite often,Neutral,-0.4767
Argentina,2022-12-17 22:15:03+00:00,1604238773344141312,"Lionel Messi and Kylian Mbappé are teammates at Qatar-owned Paris St.-Germain. But when the Argentina and France stars collide on Sunday in the #FIFAWorldCup final, both have much to gain, and a lot to lose. https://t.co/rSY2aRRfPz",nytimes,lionel and are at but when the collide on in final both have much to gain a lot lose,Neutral,0.1531
Argentina,2022-12-17 22:15:00+00:00,1604238759737888771,"It's the #FIFAWorldCup FINAL between Argentina and France TOMORROW! Coverage begins at 8am on FOX 26, your World Cup station! ⚽🏆 https://t.co/6uL6TR3Rrv",FOX26Houston,its the final between and tomorrow coverage at 8am on fox 26 your world cup station ⚽🏆,Neutral,0.0
Argentina,2022-12-17 22:12:50+00:00,1604238216219222016,"Dayot #Upamecano, Kingsley #Coman and Benjamin #Pavard all trained normally today ahead of Sunday's FIFA World Cup final against Argentina. [📸 Getty Images] https://t.co/a0Kd67f2TQ",FCBayernGER,and benjamin all trained normally today ahead of world cup final against 📸,Neutral,0.0
Argentina,2022-12-17 22:10:11+00:00,1604237549567868928,"⚔ MESSI vs MBAPPE in the Final!

Messi and Argentina will face off against Mbappe and France on the world stage!

Watch our preview and predictions here -&gt;  https://t.co/XJfvcxcbqD

#WorldCup2022 #worldCup #FIFAWorldCup",TottenhamUSA_,⚔ in the final and will face off against on world stage watch our preview here worldcup2022,Neutral,0.0
Argentina,2022-12-17 22:06:08+00:00,1604236527197896705,POV you’re at one of my sets and it’s World Cup Finals weekend 🇦🇷💙🏆 #afa #argentina #FIFAWorldCup https://t.co/6x0wWpO78g,MiriamPaz_91,you ’ re at one of my and it s world cup weekend 🇦🇷💙🏆,Positive,0.6369
Argentina,2022-12-17 22:04:50+00:00,1604236201476689920,"⭐️BOOSTED ODDS⭐️

For the #FIFAWorldCup Finals

Bet on 🇦🇷Argentina - France 🇫🇷 with #Crypto 

Argentina 2.80
France 3.15
Draw 2.75

Take advantage of boosted betting odds at BCGAME and win money in the finals

BCGAME
▶️https://t.co/aA5XH4wgjR

#bitcoin $eth $doge $usdt $bnb $ltc https://t.co/L5AOHVd4UG",2xthebitcoin,⭐️ odds for the bet on 🇦🇷 🇫🇷 with 280 315 draw 275 take advantage of betting at and win money in ▶️ doge,Positive,0.802
Argentina,2022-12-17 22:01:59+00:00,1604235483835310082,"@FIFAWorldCup La mafia Fifa, they can't be more obvious...so..congratulations Argentina and Messi for winning the Rigged World Cup and the referee a deposit in the cayman islands for playing with #Arg 😂😂😂 #FRAARG",Xrizzzz,la they cant be more and for winning the world cup referee a deposit in cayman with 😂😂😂,Positive,0.9074
Argentina,2022-12-17 21:57:52+00:00,1604234448870211585,"This exquisite apartment (HOUSE 7) is Located at Baruwa Inside ipaja...just a HOME away from HOME. For booking and reservations call 08028350042, 07061645002
Croatia FIFAWORLDCUP Qatar22 
France Argentina Davido https://t.co/PMrE4LrHed",harziezaht,this exquisite apartment house 7 is at inside a home away from for booking and call 08028350042 07061645002 qatar22,Neutral,0.0
Argentina,2022-12-17 21:56:36+00:00,1604234129096474624,"Qatar national day!!!!
It celebrates the rise of Sheikh Jassem as the father and founder of Qatar. It is a day for the people of Qatar to celebrate the rebirth of their country. 
And Argentina 🇦🇷 vs France 🇨🇵
#QatarNationalDay 
#WorldCup2022 
#FIFAWorldCup https://t.co/tuSttshEUI",itsmeultragoat,national day it the rise of as father and founder is a for people to celebrate rebirth their country 🇦🇷 🇨🇵 worldcup2022,Positive,0.5719
Argentina,2022-12-17 21:55:03+00:00,1604233738585620482,"@YaBoiBru @FIFAWorldCup They beat Brazil, record World Cup holders and arguably a very talented side. Today they beat Morocco,a team that slayed three European star studded teams. They could've beaten any team but that consistency lacked against Argentina. Many fans are wondering why.",markbn2006,they beat brazil record world cup and a very talented side today team that three star beaten any but consistency against many are wondering why,Neutral,0.1018
Argentina,2022-12-17 21:54:11+00:00,1604233521803022338,"France 🇫🇷 up against Argentina 🇦🇷 tomorrow, I want to urge the ref that is going to officiate the match to allow us enjoy good football and he should not give any player “preferential treatment” . Say no to undeserved penalty 👎 #FIFAWorldCup #FRAARG",Koolboizbaba,🇫🇷 up against 🇦🇷 tomorrow i want to urge the ref that is going officiate match allow us enjoy good football and he should not give any player “ preferential treatment ” say no undeserved penalty 👎,Positive,0.8215
Argentina,2022-12-17 21:54:03+00:00,1604233486696697856,"Personally I will want #TeamFrance win the #FIFAWorldCup over #teamargentina . But the odds most definitely favours #Argentina.
And as to why everyone thinks it's for Messi to win it, I don't get it because so does @raphaelvarane, @KMbappe.
#ArgentinaVsFrance #Qatar2022",QwophiCedi,personally i will want win the over but odds most definitely and as to why everyone its for it dont get because so does qatar2022,Positive,0.7607
Argentina,2022-12-17 21:52:56+00:00,1604233205825114112,"Messi or Mbappe
Argentina or France

Who is your pick?
Trust me I am already feeling the heat over here.

Tell me who your pick is and why?
#FIFAWorldCup #ArgentinaVsFrance #WorldCup2022 #DavidoQatar2022 https://t.co/ASJ5j7ZZFd",ObiIme1,or who is your pick trust me i am already feeling the heat over here tell and why worldcup2022 davidoqatar2022,Positive,0.5859
Argentina,2022-12-17 21:52:39+00:00,1604233137210343424,Supporters at Qater when Messi and #Argentina takes the #FIFAWorldCup tomorrow #WorldCup #QatarWorldCup #ArgentinaVsFrance https://t.co/pkFPSIKFM1,MfozaTMD,at when and the tomorrow,Neutral,0.0
Argentina,2022-12-17 21:51:51+00:00,1604232935099482113,"Editions:En/world-cupIt all started with Paul the Octopus during the 2010 FIFA World Cup in South AfricaThe final of the 2022 FIFA World Cup in Qatar between Argentina and France is highly anticipatedby soccer fans, with everyone wondering who will be

https://t.co/2cIjxvLm5C",shankarthakur1,all with the octopus during 2010 world cup in south final of 2022 between and is highly soccer everyone wondering who will be,Neutral,0.0
Argentina,2022-12-17 21:48:13+00:00,1604232020586074113,"This is the time we heed a certain call, a call to offer prayers, support/sacrifices for Messi and Argentina to claim the FIFA cup. Many things may have gone wrong this year but this can’t go wrong! #FIFAWorldCup  #Godabeg",OdiaseJustice,this is the time we heed a certain call to offer for and claim cup many may have gone wrong year but can ’ t go,Neutral,-0.128
Argentina,2022-12-17 21:47:52+00:00,1604231933927383040,@josipFUT_YT @Z7Pcvxkedd @FIFAWorldCup I'm not convinced -- Argentina got 2 genius goals after the penalty and Croatia underperformed the whole game.,Handlememe,z7pcvxkedd not convinced got 2 genius after the penalty and whole game,Negative,-0.6437
Argentina,2022-12-17 21:46:21+00:00,1604231552304418817,"@probo_india Argentina 

Because they have star players with excellent experience and skills to beat France. 

 #FIFAWorldCup @probo_india 

✅ Tag-

@Techqor24
@Lazycrrow
@dot4Kay",Bookworm_24,because they have star with excellent experience and to beat ✅ tag techqor24 dot4kay,Positive,0.5719
Argentina,2022-12-17 21:45:18+00:00,1604231284267618305,"@MickkkyMj @FIFAWorldCup Why are you comparing Argentina to Morocco? Croatia beat Brazil, the record World Cup champions then shockingly slumped against Argentina. If you know anything about football, you would know that Croatia was not consistent ..... and don't insinuate that Morocco is weaker either.",markbn2006,why are you to morocco beat brazil the record world cup then shockingly against if know anything about football would that was not consistent and dont insinuate is either,Neutral,-0.1779
Argentina,2022-12-17 21:43:45+00:00,1604230895552053253,"And today finally came.
A day to witness the King 👑 of Football make His final appearance in Worldcup!

Sunday 18 Dec 2022.

Messi.Argentina.Mbappe.#FIFAWorldCup France Ronaldo. https://t.co/I91NMPkRNS",Mukorino001,and today finally came a day to witness the king 👑 of football make his final appearance in 18 2022,Neutral,0.0
Argentina,2022-12-17 21:41:36+00:00,1604230357263548417,"@oltsport_ @_OlivierGiroud_ @Argentina @FIFAWorldCup Anyhow whatever, whoever will be coming to replace him go still score and win against Argentina inshallah .",A_iamafreeman,anyhow whatever whoever will be coming to replace him go still score and win against,Positive,0.5859
Argentina,2022-12-17 21:40:46+00:00,1604230147531542528,"TOMORROW

FRANCE vs ARGENTINA in the FIFA World Cup final!

Come down and watch the match in the Oderin Hall. We've got drink specials, lots of prized to giveaway (including a limited edition Trinity Pub x World Cup mini fridge), and free pizza at half-time! https://t.co/1kVQdQNEjG",TheTrinityNL,tomorrow in the world cup final come down and watch match hall weve got drink lots of to giveaway a limited edition trinity pub x free pizza at,Neutral,0.34
Argentina,2022-12-17 21:34:53+00:00,1604228663033094144,"@FIFAWorldCup @FlextonLugard Y’all just posting bout Argentina .. looks fishy to me..
Okay let me just watch and see",tomie_layo,y ’ all just posting bout fishy to me let watch and see,Neutral,0.0
Argentina,2022-12-17 21:34:37+00:00,1604228597329403905,My 1cent advice to Argentina take care of Griezman and FIFA World Cup is yours,zakes_103,my 1cent advice to take care of and world cup is yours,Neutral,0.4939
Argentina,2022-12-17 21:34:21+00:00,1604228530044280832,LIONEL MESSI VS. KYLIAN MBAPPÉ: THE RACE TO THE GOLDEN BOOT AT THE 2022 FIFA WORLD CUPWatch Argentina's Lionel Messi's and France's Kylian Mbappé's best moments from the 2022 FIFA World Cup as they race to take home the Golden Boot. https://t.co/OLbua2yDJP,Streams1Live,lionel the race to golden boot at 2022 world and best from cup as they take home,Positive,0.6369
Argentina,2022-12-17 21:31:43+00:00,1604227868090925058,"@FIFAWorldCup 😂😂😂 That game that you already KNOW the ""winner""???😂😂😂 The ""winner"" who needed a fake penalty to brake and ""win"" 😂😂😂 Shame on @FIFA and @Argentina",Infodoba,😂😂😂 that game you already know the winner who a fake penalty to brake and win shame on,Positive,0.7964
Argentina,2022-12-17 21:31:09+00:00,1604227724767154176,Fuck. And I cannot stress this enough. Messi &amp; Argentina. #FIFAWorldCup,ToonArmySD2,and i cannot stress this enough,Neutral,0.3252
