Country,Datetime,Tweet Id,Text,Username,Tweets_clean,VADER_class,VADER_score
Australia,2022-12-04 23:02:19+00:00,1599539627760963584,@Craig_Foster @Socceroos @AlboMP Well no thank you to @SBSSportau for the woeful 720p streaming of the @FIFAWorldCup. Just like the @Socceroos when it came to the crunch @sbs gives us an own goal and demonstrates why #Australia remains a third world #broadband nation. #auspol @nbn_australia @australianlabor,_markagregory,well no thank you to for the woeful 720p streaming of just like when it came crunch us an own goal and why remains a third world nation,Neutral,-0.1053
Australia,2022-12-04 22:50:35+00:00,1599536671242194944,"@FIFAWorldCup Qatar 2022 World Cup is still on.

1. USA, Poland, Australia and Senegal are out of the tournament, what do you think they should have done better?

3. Do you see any offset at the stage?

Join the gist @Gisthouseapp by 6am

Click 👇👇👇 https://t.co/4FUnJ4zoqd",HRMQueenC,2022 world cup is still on 1 and are out of the tournament what do you think they should have done better 3 see any offset at stage join gist by 6am click 👇👇👇,Positive,0.6249
Australia,2022-12-04 22:47:34+00:00,1599535915784732672,"@HoodieAlonso @FIFAWorldCup France conceded goals in every game, that's Australia, Denmark, Tunisa and Poland, England 12 goals from 8 different players, France are awful in defence",JonnyCave,conceded in every game thats and 12 from 8 different are awful defence,Neutral,-0.3818
Australia,2022-12-04 22:15:52+00:00,1599527937937707008,"Refugee turned football star 👏

Meet Garang Kuol who at 18 is the youngest player to feature for Australia 🇦🇺 at the FIFA World Cup.

A massive feat for the teenager who was born in Egypt to South Sudanese parents and fled to Australia as a refugee. He…https://t.co/96Q8r6YW64",DanielByiring11,refugee turned football star 👏 meet who at 18 is the player to feature for 🇦🇺 world cup a massive feat was born in south and fled as he …,Neutral,0.0
Australia,2022-12-04 22:04:40+00:00,1599525118400528384,"@TamjidulH24v2 The post makes a parody about people who minimize Argentina's last victory (against Australia) in the FIFA World Cup, and compare both countries in terms of economic development and free markets, ""proving"" that Australia is better than Argentina.",Mhhhm_OK,tamjidulh24v2 the post a parody about people who minimize last victory against in world cup and compare both of economic development free proving that is better than,Positive,0.7351
Australia,2022-12-04 21:19:27+00:00,1599513739568771072,Messi goal against Australia and Peter dury commentary #Messi𓃵 #FIFAWorldCup #Qatar2022 #ArgentinaAustralia https://t.co/kdpShnvR4K,imshajid_reza,goal against and peter commentary qatar2022,Neutral,0.0
Australia,2022-12-04 20:27:00+00:00,1599500538231787520,"We have over a billion population and we produce a Australia every year but still we don't have 11 players to play the #FIFAWorldCup although, Australia does.",yaarsatyam,we have over a billion population and produce every year but still dont 11 to play the although does,Neutral,-0.3724
Australia,2022-12-04 19:55:43+00:00,1599492665619251201,"USA, Australia and Senegal... None of them living up to the hope. I hope at least Japan, South Korea and Morocco don't disappoint. #FIFAWorldCup",adityajakki,and none of them living up to the hope i at least japan south morocco dont disappoint,Positive,0.6319
Australia,2022-12-04 19:50:00+00:00,1599491226977255425,WATCH: Fans were elated as Argentina beat Australia and advanced to the quarter-finals of the #FIFAWorldCup https://t.co/v1goREhxW9 https://t.co/KVM5wACmJm,ReutersAsia,watch were elated as beat and advanced to the of,Positive,0.7351
Australia,2022-12-04 19:47:02+00:00,1599490482731876352,"@FIFAWorldCup VAR is from Australia and Kanada, guess who they’ll be rooting for",HarrieSwiftie,is from and guess who they ’ be for,Neutral,0.0
Australia,2022-12-04 19:41:37+00:00,1599489117380698112,"This is what great teams do - having the ability to score even when they haven’t created many chances…

Netherlands did it to the U. S.
Argentina did it against Australia
-and now England does it to Senegal.  
#FIFAWorldCup",EdwinDelgado13,this is what great do the ability to score even when they haven ’ t many … did it u s against and now does,Positive,0.7506
Australia,2022-12-04 19:41:00+00:00,1599488963886329857,"Messi is just amazing 🤩, life saver, the first goal is magic. With a lot of wisdom too. 1000 game with his team 💪👏⚽⛹️‍♂️. And by the way, it is Football 

Watch: Lionel Messi puts on a master class against Australia in the 2022 FIFA World Cup | Every Look
https://t.co/rJXtIBCnBD",Sally52754876,is just amazing 🤩 life saver the first goal magic with a lot of wisdom too 1000 game his team 💪👏⚽⛹️‍♂️ and by way it football watch lionel on master class against in 2022 world cup every look,Positive,0.802
Australia,2022-12-04 19:35:00+00:00,1599487452002934784,Fans were elated as Argentina beat Australia and advanced to the quarter-finals of the #FIFAWorldCup https://t.co/qKxrVeejqj https://t.co/S2k5nPnm5y,Reuters,were elated as beat and advanced to the of,Positive,0.7351
Australia,2022-12-04 19:30:17+00:00,1599486265170493441,If Football Australia is serious about wanting to build on the success of the Socceroos at this tournament it’s time they seek government backing for a football academy to foster and harvest the best young talent in the country #FIFAWorldCup,sportyjo15,if football is serious about wanting to build on the success of at this tournament it ’ s time they seek government backing for a academy foster and harvest best young talent in country,Positive,0.8885
Australia,2022-12-04 19:09:08+00:00,1599480945559883776,"Your go-to guide to the 2023 women's #FIFAWorldCup in Australia and New Zealand ⚽️ including:

A look at all 10 of the stadiums hosting the tournament 🏟️
Key tournament dates 📅
Locations of each venue and matches 📍

#hergametoo #womensfootball #worldcup 
https://t.co/gh7MXmYZiH",ellakipling_15,your guide to the 2023 in and new ⚽️ a look at all 10 of hosting tournament 🏟️ key 📅 each venue 📍,Neutral,0.0
Australia,2022-12-04 18:25:25+00:00,1599469940980871168,"Y’all should just accept your fate now, come on over and join us, Australia, and Poland. #FIFAWorldCup https://t.co/wyVmrxZeVM",Whitney_Roman18,y ’ all should just accept your fate now come on over and join us,Positive,0.5859
Australia,2022-12-04 18:23:33+00:00,1599469472657461251,"@FIFAWorldCup Australia, Mexico and Poland players go back because they want Messi to win. These details are hidden from the fans. There is clear corruption. Messi gets very large spaces in every match. The Netherlands will lose against Argentina and everyone will see that.",m___mew,and go back because they want to win these are hidden from the there is clear corruption very large in every match will lose against everyone see that,Positive,0.6124
Australia,2022-12-04 17:49:21+00:00,1599460865983528960,@Isaiah_Gere @goal @Cristiano @TeamMessi @FIFAWorldCup And Messi didn’t prove my point yesterday against Australia? Stop kidding mate.,ninoosuide3,goal and ’ t prove my point yesterday against stop mate,Neutral,-0.296
Australia,2022-12-04 17:08:26+00:00,1599450568120233986,"The frustrating thing is that Poland showed they could give France a game by playing positively. Had they played like this against Argentina, I feel they wouldn't have lost and would've played Australia instead, thus having a better chance of advancing. #FRAPOL #FIFAWorldCup",SimplySuvo92,the thing is that they could give a game by positively had like this against i feel wouldnt have lost and instead thus better chance of advancing,Positive,0.8948
Australia,2022-12-04 17:03:31+00:00,1599449329319542784,"@KrishnendnuD @FIFAWorldCup Messi also Australia, Poland and Mexico stop excuses next England back home",EdenElmi,also and stop next back home,Neutral,-0.296
Australia,2022-12-04 17:00:53+00:00,1599448668225998848,"@FIFAWorldCup @adidasfootball Embarrassing from poland the same like with USA and Australia. Iran , Saudi Arabia , Mexico or Tunisia would have made all this much more interesting games. I mean when y play bad why force going through only to ruin next stage",AnisTheKing10,embarrassing from the same like with and or would have made all this much more interesting i mean when y play bad why force going through only to ruin next stage,Neutral,-0.4601
Australia,2022-12-04 16:59:32+00:00,1599448330513387521,Argentina captain Lionel Messi surpasses Cristiano Ronaldo and Diego Maradona’s FIFA World Cup tally with goal against Australia https://t.co/wvF9vvoKt5,OfficialAlvixo,captain lionel and ’ s world cup tally with goal against,Neutral,0.0
Australia,2022-12-04 16:49:22+00:00,1599445770905669633,"@FIFAWorldCup Australian players take pictures with Messi before the match, pain I tell you there is corruption,Australian players run slow when the ball is with Messi
Messi got a lot of space against Australia and against other teams, these details are absent from the fans",m___mew,take with before the match pain i tell you there is run slow when ball got a lot of space against and other these are absent from,Negative,-0.5106
Australia,2022-12-04 16:49:06+00:00,1599445702685646849,"@FIFAWorldCup Australian players take pictures with Messi before the match, pain I tell you there is corruption,Australian players run slow when the ball is with Messi
Messi got a lot of space against Australia and against other teams, these details are absent from the fans",m___mew,take with before the match pain i tell you there is run slow when ball got a lot of space against and other these are absent from,Negative,-0.5106
Australia,2022-12-04 16:40:11+00:00,1599443458015383552,"@FIFAWorldCup Messi gets a lot of space in every match. Australia, Poland and Mexico players run slowly when the ball is with Messi. The teams want Messi to win the World Cup. This is corruption. Messi gets a lot of space in every match. I know what happens.",m___mew,a lot of space in every match and run slowly when the ball is with want to win world cup this corruption i know what,Positive,0.6249
Australia,2022-12-04 16:33:07+00:00,1599441682264510465,Football fans of Argentina and Netherlands celebrated their teams’ wins in the round of 16 of the FIFA World Cup held in Qatar on Saturday (Dec 3). Argentina beat Australia 2-1 to set up a quarterfinal clash with Netherlands who overcame USA 3-1. https://t.co/ThO54MGScx,staronline,football of and celebrated their ’ in the round 16 world cup on 3 beat 21 to set up a clash with who 31,Positive,0.5719
Australia,2022-12-04 15:55:33+00:00,1599432225120223232,"After winning the battle with Australia, Argentina's squad made it to the quarter-final.

And in the semi-final, Argentina will play against the Netherlands.

🇦🇷vs🇳🇱
An exciting game coming right up

#FIFAWorldCup https://t.co/ONfxc2rWvp",Worldcup_super,after winning the battle with squad made it to and in semifinal will play against 🇦🇷 🇳🇱 an exciting game coming right up,Positive,0.7506
Australia,2022-12-04 15:40:21+00:00,1599428400644431873,Wish the US and Australia had played a bit more like Poland yesterday. This is how you do it when you were jammy to qualify. Just go for it! 🔥🙌 #FIFAWorldCup,dominiccampbell,wish the us and had a bit more like yesterday this is how you do it when were jammy to qualify just go for 🔥🙌,Neutral,0.4754
Australia,2022-12-04 15:26:45+00:00,1599424980906692608,"With the US and Australia all knocked out of the #FIFAWorldCup, I believe we can now enjoy our ""football"" and not ""soccer"" in peace.

😂😂😂",Kootsebi,with the us and all out of i believe we can now enjoy our football not soccer in peace 😂😂😂,Positive,0.8422
Australia,2022-12-04 15:10:18+00:00,1599420838222389255,America and Australia being knocked out leads to only one song - “Soccer’s going home” #FIFAWorldCup #USMNT #australia,SingaporeGull,and being out to only one song “ soccer ’ s going home ”,Neutral,0.0
Australia,2022-12-04 15:07:02+00:00,1599420015551590400,"💙🤍Last night loud, loyal &amp; live: I had the pleasure to be chanting and cheering  w/ #Argentina ultras during their first KO against #Australia. Impeccable. Absolutely an unforgettable experince. Vamos, Vamos Argentina 🇦🇷 

#Qatar2022 | #FIFAWorldCup 

هذا الجمهور الجنوني  🔥 https://t.co/VrRAMsg3JY",iRoza,💙🤍 last night loud loyal live i had the pleasure to be chanting and cheering w during their first ko against impeccable absolutely an unforgettable 🇦🇷 qatar2022 🔥,Positive,0.8271
Australia,2022-12-04 14:51:47+00:00,1599416180766552064,"'To those who have loved the game for many years and ones captivated by the @Socceroos' journey in 2022, may this be an inflection point for football to realise its rightful place in Australia.' via @Bashola66. 

#WeAllSpeakFootball 
#FIFAWorldCup 

https://t.co/265rieK8HG",SBSSportau,to those who have the game for many and by journey in 2022 may this be an inflection point football its rightful place via bashola66,Neutral,0.0
Australia,2022-12-04 14:50:43+00:00,1599415911324127234,"Some Australia players managed to get a picture with Messi, and Cameron Devlin even swapped jerseys with him after the game! 😮 #FIFAWorldCup https://t.co/zpTCIo4jGm",TSN_Sports,some to get a picture with and even him after the game 😮,Neutral,0.0
Australia,2022-12-04 14:30:14+00:00,1599410755451097088,"Qatar World cup 2022
Three AFC teams south Korea Japan and Australia qualify to round of 16.
#FIFAWorldCup 
#JPN  
#AUS
#KOR https://t.co/tgtJLczNZE",mogukuma10,world cup 2022 three south japan and qualify to round of 16 kor,Neutral,0.0
Australia,2022-12-04 14:25:13+00:00,1599409495297228800,"I am happy two of the most racist countries, #Australia and #US went home last night, like it or not that is the truth, #FIFAWorldCup",nadeemakr,i am happy two of the most racist and us went home last night like it or not that is truth,Neutral,-0.0142
Australia,2022-12-04 14:07:20+00:00,1599404994586812418,"#HistoryMaker: At 18 years and 79 days, Garang Kuol became the youngest player to play in the knockout stages of the @FIFAWorldCup since Pelé in 1958. 

The history maker teenager was born in Egypt to South Sudanese parents and fled to Australia with his parents as a refugee. https://t.co/PDAbI0o0yd",FoundIshami,at 18 and 79 days the player to play in knockout of since 1958 history maker was born south fled with his as a refugee,Neutral,0.34
Australia,2022-12-04 14:00:25+00:00,1599403254198448128,"Can one man carry a team? In Argentina’s case, one man does and no one is complaining. 

Ayon Sengupta on Messi magic and how Argentina's talisman helped them get past Australia to make the quarterfinals. 

READ👉 https://t.co/zaG156EShc

#FIFAWorldCup https://t.co/cATSV0VTIk",sportstarweb,can one man carry a team in ’ s case does and no is on magic how talisman them get past to make the read 👉,Neutral,-0.296
Australia,2022-12-04 13:42:25+00:00,1599398723561598976,Lionel Messi on Saturday surpassed Diego Maradona and Cristiano Ronaldo during a classy display in Argentina’s 2-1 win over Australia in a cagey FIFA World Cup 2022 round of 16 clash - This is SRIDHAR.M https://t.co/kxq1Auj7yJ,sridharm1980,lionel on and during a classy display in ’ s 21 win over cagey world cup 2022 round of 16 clash this is,Positive,0.7717
Australia,2022-12-04 12:54:48+00:00,1599386740485427200,"It's not the ending that every #Socceroos fan wanted, but Australia's🇦🇺 campaign at #Qatar2022 has always been outstanding and really means a lot to us.

Thank you for everything you've delivered over the past fortnight.

We couldn't be any prouder.

#FIFAWorldCup #GiveIt100",ThanhViet86,its not the ending that every fan but 🇦🇺 campaign at qatar2022 always been outstanding and really a lot to us thank you for everything youve over past fortnight we be any giveit100,Positive,0.886
Australia,2022-12-04 12:25:19+00:00,1599379317708181506,"Argentina vs Australia 2-1, Messi and Argentina reach the 2022 World Cup quarter-finals
#argentina #australia #FIFAWorldCup #Qatarworldcup2022 #qatar2022 #NowIsAll #FIFAWorldCupQatar2022 https://t.co/75ISKTpWPc",thevirtudia,21 and reach the 2022 world cup qatarworldcup2022 qatar2022 fifaworldcupqatar2022,Neutral,0.0258
Australia,2022-12-04 12:14:03+00:00,1599376482413187072,Argentina talisman Lionel Messi has praised central defenders Nicolas Otamendi and Cristian Romero for their performances in the FIFA World Cup round-of-16 win over Australia. https://t.co/B9QsGj9nPP,skworldfootball,talisman lionel central and romero for their in the world cup roundof16 win over,Positive,0.5859
Australia,2022-12-04 12:04:14+00:00,1599374014430220288,"Messi’s career #FIFAWorldCup goals: 

1 Vs Serbia and Montenegro

1 Vs Bosnia

3 vs Nigeria

1 Vs Iran

1 Vs Saudi Arabia

1 Vs Australia

If is speak, I’m in trouble.",GalacticoAdi,’ s career 1 and 3 if is speak i m in trouble,Neutral,-0.4019
Australia,2022-12-04 12:04:02+00:00,1599373964899680259,"@craig_goodwin11 @craig_goodwin11 you’ve done us proud… this is called passion, no team is ever bigger than the other, it’s what we’ve got to show, and you lot did it… we are proud.. looking forward to 2026 all the best signing for elite level clubs #Australia @FIFAWorldCup #FIFAWorldCup",gunnermsa,craiggoodwin11 you ’ done us … this is passion no team ever bigger than the other it s what we got to show and lot did are looking forward 2026 all best for elite level,Positive,0.7184
Australia,2022-12-04 12:01:48+00:00,1599373399767547904,@m___mew @FIFAWorldCup THY ARE LOYAL TO AUSTRALIA ONLY AND THEY WON'T RETREAT EVER...THAT'S WHY I HOLD THOSE LADS IN CONSIDERABLE ESTEEM. 💪,caledonia399,thy are loyal to only and they wont retreat why i hold those in considerable esteem 💪,Neutral,0.3628
Australia,2022-12-04 12:00:00+00:00,1599372947818520577,Fans were elated as Argentina beat Australia and advanced to the quarter-finals of the #FIFAWorldCup https://t.co/4fkLwxLTyY https://t.co/90bPDZbc29,ReutersSports,were elated as beat and advanced to the of,Positive,0.7351
Australia,2022-12-04 11:31:33+00:00,1599365787763998720,"FIFA World Cup, Qatar 2022, Argentina vs Australia, Round of 16: When And Where To Watch Live Telecast, Live Streaming | Football News https://t.co/ZEwX2VYSCR",Footbal24563692,world cup 2022 round of 16 when and where to watch live telecast streaming football news,Neutral,0.0
Australia,2022-12-04 11:28:27+00:00,1599365008164626432,"After sufferings an upset defeat against Tunisia, defending champions France will be in action today!

They won both group fixtures against Denmark and Australia!

#FRAPOL #FIFAWorldCup #Qatar2022 
@sameeriqbal741 https://t.co/nlPQmMgIym",AajNewsEnglish,after an upset defeat against will be in action today they won both group and qatar2022 sameeriqbal741,Neutral,-0.2263
Australia,2022-12-04 11:24:04+00:00,1599363905297731586,"@pmens72 @MicallefPhilip @tpignata9 @GeorgeDonikian @Socceroos @FIFAWorldCup We've had and continue to have possibly thousands of young talented footballers in Australia. But we lose them...

SEE NEXT",PagewoodCoach,pmens72 tpignata9 weve had and continue to have possibly of young talented in but we lose them see next,Neutral,-0.34
Australia,2022-12-04 11:10:31+00:00,1599360494493523968,"Rowles again with a great performance and we can see below had a high success rate for passing. He looked comfortable on the ball as Australia played from the back.
#FIFAWorldCup @JamTarts https://t.co/EzsS0XmHPf",SPFLAnalytics,again with a great performance and we can see below had high success rate for passing he comfortable on the ball as from back,Positive,0.9022
Australia,2022-12-04 11:01:17+00:00,1599358172418158594,"Last night was tense and exciting. We saw Messi's brilliance, Australian resilience and fight. The tactics were fascinating and so was Australia's tactical discipline. 

Here is the Tactical Breakdown for Argentina v Australia: https://t.co/5KB6XtrUVt 

#FIFAWorldCup #ARGAUS",vyom_nanavati,last night was tense and exciting we saw brilliance resilience fight the tactics were fascinating so tactical discipline here is breakdown for v,Positive,0.765
Australia,2022-12-04 10:31:46+00:00,1599350742418079744,"Football fans heaped praise on Lionel Messi as he produced a moment of trademark quality to score the opener in a 2-1 win over Australia and send Argentina into the quarter-finals of the FIFA World Cup 2022 on Saturday.Messi # # # # # # # # #

https://t.co/hkAGpFPo3T",Sportsninja777,football praise on lionel as he produced a moment of quality to score the opener in 21 win over and send into world cup 2022,Positive,0.8126
Australia,2022-12-04 10:30:00+00:00,1599350299675615232,"FIFA: Messi celebrates 1,000th game with a goal 🇦🇷⚽️
Lionel #Messi of #Argentina celebrates after scoring during the Round of 16 match between Argentina and Australia at 2022 #FIFAWorldCup, Dec. 3, 2022. It was his ninth goal in the World Cup, but the first in the knockout stage. https://t.co/B3IIQK2Po4",Guangming_Daily,1000th game with a goal 🇦🇷⚽️ lionel of after scoring during the round 16 match between and at 2022 3 it was his ninth in world cup but first knockout stage,Neutral,0.0
Australia,2022-12-04 10:25:36+00:00,1599349192119713792,"You know, ever since the FIFA World Cup started, the mainstream media here in Australia loves to antagonise the entire soccer fandom of here as of late outing us as anarchists but really we just as passionate for our favourite sport and you know soccer is the world game.",BruzoDragonius,you know ever since the world cup media here in to entire soccer fandom of as late outing us but really we just passionate for our sport and is game,Positive,0.718
Belgium,2022-12-01 23:59:52+00:00,1598466943941775360,@DayleneHilado @tuanmudaedo @TitansFCAstan @Najme07 @brfootball Unfortunately the armband curse is very real. These two were the cause of #Belgium’s and #Germany’s early exit from #FIFAWorldCup https://t.co/uCUAAd73Of,leeseongwee,najme07 unfortunately the curse is very real these two were cause of ’ s and early exit from,Negative,-0.7096
Belgium,2022-12-01 23:58:41+00:00,1598466646821457920,"This may be a World Cup of upsets, but not sure anyone would have predicted with a straight face Japan and Morocco topping groups that contained Germany, Spain, Belgium and Croatia.

#FIFAWorldCup",jordandaviesj,this may be a world cup of but not sure anyone would have with straight face japan and morocco topping that,Neutral,-0.024
Belgium,2022-12-01 23:52:36+00:00,1598465118563889154,"Bit of a dead rubber this match between Croatia and Belgium, because Croatia goes through and Belgium are out anyway.🤔 #FIFAWorldCup",CrimsonRaven777,bit of a dead rubber this match between and because goes through are out anyway 🤔,Negative,-0.6486
Belgium,2022-12-01 23:49:58+00:00,1598464453195943936,"So let me get this right, we’re through to the round of 16, but Germany, Belgium and Mexico have all gone home? Is that right?? #FIFAWorldCup",RonnyLerner,so let me get this right we ’ re through to the round of 16 but and have all gone home is that,Neutral,0.0
Belgium,2022-12-01 23:49:12+00:00,1598464261562724353,"Japan in the top of the group with Span and Germany in it.

Morocco in the top with Croatia and Belgium in it.

I love this game. #FIFAWorldCup",AK_arvinkumar,japan in the top of group with span and it morocco i love this game,Positive,0.7184
Belgium,2022-12-01 23:47:22+00:00,1598463800541384704,@UniofOxford @FIFAWorldCup @OxUniMaths @JoshuaABull Your credibility has become incredible. You predicted Spain in 1st place it got 2nd. Japan topped the group. Neither Germany nor Belgium qualified. Instead Japan and Morocco did.,Cracker_Jaker,your credibility become incredible you in 1st place it got 2nd japan topped the group neither nor qualified instead and morocco did,Neutral,0.0
Belgium,2022-12-01 23:43:01+00:00,1598462706818088960,"Morocco wins Group F and Japan wins Group E!

Wow! These two teams are outside the Top 20 and eliminates strong teams Belgium and Germany

#FIFAWorldCup",stumbblitztwt,morocco group f and japan e wow these two are outside the top 20 strong,Positive,0.836
Belgium,2022-12-01 23:38:32+00:00,1598461574955814912,"This World Cup is so unpredictable. The underrated teams made it to Round of 16.

While the top teams like Belgium, Germany, and Mexico are out

#FIFAWorldCup",stumbblitztwt,this world cup is so unpredictable the made it to round of 16 while top like and are out,Positive,0.5106
Belgium,2022-12-01 23:35:12+00:00,1598460737290215424,#MAR were the winners of #GroupF at #FIFAWorldCup #Qatar2022 after a 2-1 victory over #CAN this afternoon. A 0-0 draw for #CRO against #BEL was enough to take the 2018 finalists through and eliminate Belgium. https://t.co/S7aDfj75iI,The_FootHall,mar were the of at qatar2022 after a 21 victory over can this afternoon 00 draw for cro against bel was enough to take 2018 through and eliminate,Neutral,0.0
Belgium,2022-12-01 23:35:00+00:00,1598460687487041537,"Gues who's 🤵 &amp; 👰‍♂️?
Have #fun together and #Enjoy 
 Bye bye #Belgium &amp; #GER 

#Qatar2022 #FIFAWorldCup #كأس_العالم_قطر_2022 @BBCtrending #ألمانيا #بلجيكا https://t.co/47f9kgK2yk",bewithus,🤵 👰‍♂️ have fun together and enjoy bye ger qatar2022 كأسالعالمقطر2022,Positive,0.7579
Belgium,2022-12-01 23:32:12+00:00,1598459982311297027,"Mexico , Denmark , Germany and Belgium all out of the World Cup in the group stage. Plus Japan and Morocco won the groups… wtf is going on. Still 1 more day and 2 groups to finish up. Crazy #FIFAWorldCup",TylerLeeTabor,and all out of the world cup in group stage plus japan morocco won … is going on still 1 more day 2 to finish up crazy,Neutral,0.3182
Belgium,2022-12-01 23:32:00+00:00,1598459931522383872,"After the highs and lows of #CanMNT's final game of #Qatar2022 came the most dramatic group finale in years.

Belgium and Germany go home, Japan jump for joy. Here's our recap of Thursday at the #FIFAWorldCup: 

https://t.co/bAm52IckvL

#JPN #ESP #GER #CRC #CAN #MAR #BEL #HRV https://t.co/iUPkuMgG1W",CANSoccerDaily,after the and of final game qatar2022 came most dramatic group finale in go home japan jump for joy our recap at ger can mar bel,Positive,0.5859
Belgium,2022-12-01 23:30:32+00:00,1598459565351530502,"In your wildest dreams, you would've never thought Japan and Morroco topping the group which consists of Germany, Spain and Belgium, Croatia, Whatta world cup it has been. #FIFAWorldCup",prazoley_,in your you never thought japan and topping the group which of world cup it been,Neutral,0.0
Belgium,2022-12-01 23:17:25+00:00,1598456260810403848,"What a match last night. Belgium and Germany are out.
#QatarWorldCup2022 #Qatar2022 #FIFAWorldCup https://t.co/xgs6Iehn0G",deni_anggriawan,what a match last night and are out qatarworldcup2022 qatar2022,Neutral,0.0
Belgium,2022-12-01 23:10:33+00:00,1598454532899590178,"Japan and Morocco have qualified for the FIFA World Cup round of 16 at the expense of favoured title contenders Germany and Belgium, who both failed to advance after Group E and Group F final round matches on Thursday.

https://t.co/ULWtL26kDd",Newsday_TT,japan and morocco have qualified for the world cup round of 16 at expense title who both to advance after group e f final on,Neutral,0.0
Belgium,2022-12-01 23:10:17+00:00,1598454468089376770,"The ouster of Belgium and Germany lessened my pain a little. 
Thank you God!

#FIFAWorldCup",BadheshaGagan,the ouster of and my pain a little thank you god,Neutral,-0.0661
Belgium,2022-12-01 23:08:15+00:00,1598453957160230914,Confirmation: Both Germany and Belgium are out of FIFA world Cup 2022. ✅,MaharjanSamraat,confirmation both and are out of world cup 2022 ✅,Neutral,0.0
Belgium,2022-12-01 23:07:51+00:00,1598453853518811154,@lolbahae @MOSTEFAMO7 @FIFAWorldCup Croatia still a better team and stronger team compared to Belgium even though they ranked 2nd in the world.,emamuzo_,mostefamo7 still a better team and to even though they ranked 2nd in the world,Neutral,0.4404
Belgium,2022-12-01 23:05:50+00:00,1598453347517976621,"Hansi Flick won the sextuple with bayern munich but struggled with this Germany squad.
Roberto martinez was handed the key's to the golden Generation of the Belgium and failed.
Manager's make a huge difference..
#FIFAWorldCup",aston30530,flick won the sextuple with but this squad was handed to golden generation of and make a huge difference,Positive,0.6486
Belgium,2022-12-01 23:04:48+00:00,1598453085785018402,"Guys, have you seen a meme about #Germany and Belgium meeting at the airport 😂 bring it on 

#FIFAWorldCup",abierkhatib,have you seen a about and meeting at the airport 😂 bring it on,Neutral,0.4404
Belgium,2022-12-01 23:04:21+00:00,1598452972995989507,"Teams ranked above the @USMNT who are out: Belgium(2), Germany(11), Denmark(10), Mexico(13). Switzerland and Uruguay could be next and Italy (6) didn’t make it. 

Only concacaf team left. 

So yes them being in the knockout round is great. #FIFAWorldCup #soccer #WorldCup",andrewbarto,ranked above the who are out belgium2 germany11 denmark10 mexico13 and could be next 6 ’ t make it only team left so yes them being in knockout round is great soccer,Positive,0.822
Belgium,2022-12-01 23:03:16+00:00,1598452702903947264,#Germany and #Belgium were OUT of #FIFAWorldCup ..... Congrats for #Japan and #Marocco #GermanyOut,patandean_roma,and were out of for japan,Neutral,0.0
Belgium,2022-12-01 23:02:54+00:00,1598452610910281728,"American Owners, 😂🤣Liverpool are  stuck. Geez, this is better than Germany and Belgium been knocked out. #FIFAWorldCup @LFC @MailSport https://t.co/iA6SRMXRkH",DaveSchaff1,😂🤣 are stuck this is better than and been out,Positive,0.7906
Belgium,2022-12-01 23:00:02+00:00,1598451887107461127,"""When you look back on this, you question how he didn't score!"" 😳

Romelu Lukaku missed FIVE clear-cut chances against Croatia, and Belgium are now out of the #FIFAWorldCup because of it! 🤯

#SBSWorldCup #WeAllSpeakFootball https://t.co/CAbqaUwoIu",SBSSportau,when you look back on this question how he didnt score 😳 five against and are now out of the because it 🤯,Neutral,0.0
Belgium,2022-12-01 23:00:00+00:00,1598451879733665792,"A tense 0-0 draw between Belgium and Croatia has knocked the powerhouse Belgians out in another disappointing performance in the #FIFAWorldCup 

@thomashayes_ recapped the match here #BELCRO 
https://t.co/KDE9G7RdJE",innersanctum_au,a tense 00 draw between and the powerhouse out in another disappointing performance match here,Negative,-0.6808
Belgium,2022-12-01 22:49:23+00:00,1598449207865757698,"#FIFAWorldCup 
Germany gone
Belgium gone
Japan group winners
Morroco group winners

What's next ???
 Let's ask the ""betting companies"", and it's not a joke,by the way.",torero5x0,gone japan group whats next ask the betting and its not a way,Neutral,0.0
Belgium,2022-12-01 22:47:17+00:00,1598448677575888896,"The 2022 #FIFAWorldCup has been insane and full of upsets so far: 

-Belgium eliminated in group stage (#2 in the world) 🇧🇪
-Germany eliminated in group stage (4X champions) 🇩🇪
-Mexico eliminated in group stage (1st time in 44 years) 🇲🇽
-Denmark eliminated in group stage (#10)🇩🇰",MGSportsTalk,the 2022 been insane and full of so far in group stage 2 world 🇧🇪 4x 🇩🇪 1st time 44 🇲🇽 10 🇩🇰,Neutral,-0.4019
Belgium,2022-12-01 22:44:53+00:00,1598448074934087681,@TansuYegen Germany and Belgium are already out of the world cup. But Brazil certainly looks favorite to win #FIFAWorldCup,Raza_Aali,and are already out of the world cup but brazil certainly favorite to win,Positive,0.9231
Belgium,2022-12-01 22:40:32+00:00,1598446981621649408,"FIFA World Cup: Pain and agony as Belgium quit early, Croatia advance to knockout stage https://t.co/KllhhwmE6s #Advance #Agony #Belgium #Croatia #Fifa",telugustop,world cup pain and agony as quit early advance to knockout stage,Negative,-0.7269
Belgium,2022-12-01 22:39:10+00:00,1598446635415404544,"Germany Out, Belgium Out, Argentina defeated by Saudi Arabia, So many close encounters and almost the upsets

FIFA copying ICC script ?

#FIFAWorldCup",___sanket__,out by so many close and almost the script,Neutral,0.0
